title,subtitle,ownership,he_has_read,no_dash_isbn,has_googlebooks_data,has_openbooks_data,authors,publisher,published_date,page_count,description,categories,category,subcategory,subjects,subject_places,googlebooks_link,openbooks_link,thumbnail_link,dewey_decimal_class
Perspective! for Comic Book Artists,How to Achieve a Professional Look in Your Artwork,His,1,0823005674,1.0,1.0,David Chelsea,Watson-Guptill Publications,1997,176.0,"Teaches comic book artists about artistic perspective, covering one, two, and three-point perspective, using circles, drawing the human figure, and explaining the horizon and vanishing point",Art,Storytelling,,Internet Archive Wishlist,,https://www.googleapis.com/books/v1/volumes/ZjZoMmM9z3oC,https://openlibrary.org/books/OL8117691M/Perspective!_For_Comic_Book_Artists,http://books.google.com/books/content?id=ZjZoMmM9z3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,
Comics and Sequential Art,,His,1,9780393331264,,1.0,Will Eisner,W. W. Norton,"July 28, 2008",,,,Storytelling,,"In library;Technique;Comic books, strips;Protected DAISY;Illustrations;Drawing",,,https://openlibrary.org/books/OL10157731M/Comics_and_Sequential_Art,https://covers.openlibrary.org/b/id/2412841-S.jpg,
"Universal Principles of Design, Revised and Updated","125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",His,0,9781592535873,1.0,1.0,William Lidwell;Kritina Holden;Jill Butler,Rockport Pub,2010-01-01,272.0,A cross-disciplinary reference of design. Pairs common design concepts with examples that illustrate them in practice.,Design,Design,,Design;Dictionaries,,https://www.googleapis.com/books/v1/volumes/3RFyaF7jCZsC,https://openlibrary.org/books/OL25573563M/Universal_principles_of_design,http://books.google.com/books/content?id=3RFyaF7jCZsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
Change by Design,How Design Thinking Transforms Organizations and Inspires Innovation,His,1,9780061766084,1.0,1.0,Tim Brown,HarperBusiness,2009-09-29,272.0,The myth of innovation is that brilliant ideas leap fully formed from the minds of geniuses. The reality is that most innovations come from a process of rigorous examination through which great ideas are identified and developed before being realized as new offerings and capabilities. This book introduces the idea of design thinking‚ the collaborative process by which the designer′s sensibilities and methods are employed to match people′s needs not only with what is technically feasible and a viable business strategy. In short‚ design thinking converts need into demand. It′s a human−centered approach to problem solving that helps people and organizations become more innovative and more creative. Design thinking is not just applicable to so−called creative industries or people who work in the design field. It′s a methodology that has been used by organizations such as Kaiser Permanente to icnrease the quality of patient care by re−examining the ways that their nurses manage shift change‚ or Kraft to rethink supply chain management. This is not a book by designers for designers; this is a book for creative leaders seeking to infuse design thinking into every level of an organization‚ product‚ or service to drive new alternatives for business and society.,Business & Economics,Design,,OverDrive;Business;Nonfiction,,https://www.googleapis.com/books/v1/volumes/FGfglgEACAAJ,https://openlibrary.org/books/OL23207675M/Change_by_design,http://books.google.com/books/content?id=FGfglgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,658.4/063
The Design of Everyday Things,Revised and Expanded Edition,His,1,9780465050659,1.0,1.0,Don Norman,Basic Books (AZ),2013-11-05,368.0,"Even the smartest among us can feel inept as we fail to figure out which light switch or oven burner to turn on, or whether to push, pull, or slide a door. The fault, argues this ingenious—even liberating—book, lies not in ourselves, but in product design that ignores the needs of users and the principles of cognitive psychology. The problems range from ambiguous and hidden controls to arbitrary relationships between controls and functions, coupled with a lack of feedback or other assistance and unreasonable demands on memorization. The Design of Everyday Things shows that good, usable design is possible. The rules are simple: make things visible, exploit natural relationships that couple function and control, and make intelligent use of constraints. The goal: guide the user effortlessly to the right action on the right control at the right time. In this entertaining and insightful analysis, cognitive scientist Don Norman hails excellence of design as the most important key to regaining the competitive edge in influencing consumer behavior. Now fully expanded and updated, with a new introduction by the author, The Design of Everyday Things is a powerful primer on how—and why—some products satisfy customers while others only frustrate them.",Business & Economics,Design,,,,https://www.googleapis.com/books/v1/volumes/qBfRDQAAQBAJ,https://openlibrary.org/books/OL25726927M/The_Design_of_Everyday_Things,http://books.google.com/books/content?id=qBfRDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
Don't Make Me Think!,A Common Sense Approach to Web Usability,His,1,0321344758,1.0,1.0,Steve Krug,New Riders Publishing,2006,201.0,Web-usability expert Steve Krug updates his classic guide to designing intuitive navigation for the ideal user experience.,Computers,Design,,In library;Web sites;Web site development;Design;Protected DAISY;Evaluation,,https://www.googleapis.com/books/v1/volumes/-PNSAAAAMAAJ,https://openlibrary.org/books/OL15976008M/Don't_make_me_think!,http://books.google.com/books/content?id=-PNSAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
Visual Thinking,,His,1,9780520242265,1.0,1.0,Rudolf Arnheim,Univ of California Press,2004,345.0,"""This book is an attempt to proceed from earlier studies of art to a broader concern with visual perception as a cognitive activity ...""--Pref.",Architecture,Design,,Visual perception;In library;Philosophy;Art,,https://www.googleapis.com/books/v1/volumes/DWmtB9szhFsC,https://openlibrary.org/books/OL7711924M/Visual_Thinking,http://books.google.com/books/content?id=DWmtB9szhFsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
The Back of the Napkin,Solving Problems and Selling Ideas with Pictures,His,1,9781591843061,1.0,1.0,Dan Roam,Portfolio Trade,2009,282.0,Tries to enhance analytical skills by building up one's intrinsic abilities in a primer for business leaders on how to develop ideas and enable faster results using to-the-point visual methods.,Business & Economics,Design,,Creative ability in business;Audio-visual aids;Management;Problem solving;Visualization,,https://www.googleapis.com/books/v1/volumes/8HycswEACAAJ,https://openlibrary.org/books/OL24534207M/The_back_of_the_napkin,http://books.google.com/books/content?id=8HycswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,658.4/03
Resonate,Present Visual Stories that Transform Audiences,His,1,9780470632017,1.0,,Nancy Duarte,John Wiley & Sons,2010-09-28,248.0,"By leveraging techniques normally reserved for cinema and literature, ""Resonate"" reveals how to transform any presentation into an engaging journey. You will discover how to understand your audience, create persuasive content, and elicit a groundswell response. With ""Resonate,"" you'll be able to: Leverage the hidden story structures inherent in great communication Connect with your audience empathetically Create captivating content Craft ideas that get repeated Inspire enthusiasm and support for your vision ""Finally! Someone has incorporated the power of story into presentations!"" --Damon Lindelof, Co-creator of ""LOST"" ""To write a book about effective and inspiring communication is a challenge because it has to demonstrate what it advocates. Nancy Duarte has certainly done that. Compelling. Convincing. Utterly practical. This is a gem!"" --Patrick Lencioni, President, The Table Group Author, ""The Five Dysfunctions of a Team"" ""Few things excite me more than a great communicator--something I've wanted to be ever since I ran for president of the seventh grade. While I think I've come a long way on that journey, I never fully understood what it takes to be a world-class communicator until I read Nancy Duarte's ""Resonate."" Read this book, absorb this book, practice what it preaches, and you'll be on your way to being a great communicator. Thanks, Nancy."" --Ken Blanchard, Co-author of ""The One Minute Manager,"" Recipient of Golden Gavel Award",Business & Economics,Design,,,,https://www.googleapis.com/books/v1/volumes/JJsM3Sedy0IC,,http://books.google.com/books/content?id=JJsM3Sedy0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
Presentation Zen,Simple Ideas on Presentation Design and Delivery,His,1,9780321525659,1.0,1.0,Garr Reynolds,New Riders,2008,229.0,Provides lessons to help users design and deliver creative presentations using Microsoft PowerPoint.,Computers,Design,,Business presentations;Graphic methods;Microsoft PowerPoint (Computer file);Multimedia systems in business presentations;Computer programs;Computer graphics;Business;Microsoft PowerPoint (Computer software);Computer software,,https://www.googleapis.com/books/v1/volumes/45crngEACAAJ,https://openlibrary.org/books/OL23159456M/Presentation_zen,http://books.google.com/books/content?id=45crngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,658.452;005.5/8
Presentation Zen Design,Simple Design Principles and Techniques to Enhance Your Presentations,His,1,9780321668790,1.0,1.0,Garr Reynolds,New Riders Pub,2010,252.0,"Presents information on designing effective business presentations, covering such topics as text, graphs, color, images, and video.",Business & Economics,Design,,presenting;zen;Graphic methods;Business presentations;Design;Multimedia systems in business presentations;Computer programs,,https://www.googleapis.com/books/v1/volumes/ESMWmQEACAAJ,https://openlibrary.org/books/OL24112890M/Presentation_Zen_Design,http://books.google.com/books/content?id=ESMWmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
Slide:ology,The Art and Science of Creating Great Presentations,His,1,9780596522346,1.0,1.0,Nancy Duarte,"""O'Reilly Media, Inc.""",2008-08-07,274.0,"Presents practical approaches for developing an effective presentation, covering such topics as creating diagrams, displaying data, arranging elements, creating movement, and interacting with slides.",Business & Economics,Design,,,,https://www.googleapis.com/books/v1/volumes/aSXdz_-aFqYC,https://openlibrary.org/books/OL23998629M/slide_ology,http://books.google.com/books/content?id=aSXdz_-aFqYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,
Co-Mix,"A Retrospective of Comics, Graphics, and Scraps",His,0,9781770461147,1.0,1.0,Art Spiegelman,Drawn and Quarterly,2013-09-17,120.0,"""Designed with Mr. Spiegelman’s help, [Co-Mix] has the tall, narrow proportions of Raw...its images form a chronological sampling of Mr. Spiegelman’s extraordinary imagination, including his precocious early work, underground comics, preparatory notes and sketches for Maus, indelible covers for The New Yorker, lithographic efforts and much else.""—New York Times In an art career that now spans six decades, Art Spiegelman has been a groundbreaking and influential figure with a global impact. His Pulitzer Prize-winning holocaust memoir Maus established the graphic novel as a legitimate form and inspired countless cartoonists while his shorter works have enormously expanded the expressive range of comics. Co-Mix: A Retrospective of Comics, Graphics, and Scraps is a comprehensive career overview of the output of this legendary cartoonist, showing for the first time the full range of a half-century of relentless experimentation. Starting from Spiegelman's earliest self-published comics and lavishly reproducing graphics from a host of publications both obscure and famous, Co-Mix provides a guided tour of an artist who has continually reinvented not just comics but also made a mark in book and magazine design, bubble gum cards, lithography, modern dance, and most recently stained glass. By showing all facets of Spiegelman's career, the book demonstrates how he has persistently cross-pollinated the worlds of comics, commercial design, and fine arts. Essays by acclaimed film critic J. Hoberman and MoMA curator and Dean of the Yale University School of Art Robert Storr bookend Co-Mix, offering eloquent meditations on an artist whose work has been genre-defining.",Comics & Graphic Novels,Storytelling,,Internet Archive Wishlist,,https://www.googleapis.com/books/v1/volumes/mhmzMQEACAAJ,https://openlibrary.org/books/OL26186228M/Comix_A_Retrospective_Of_Comics_Graphics_And_Scraps,http://books.google.com/books/content?id=mhmzMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,
